optimizer,cpu,memory,time,epochs,predictions,dataset,loss,accuracy
adam,19.9578,32.0677,32.3654,2,391.5027,16,0.08538,0.96354
adamax,18.2203,32.4939,34.7002,2,217.5015,15,0.14293,0.95312
ftrl,17.775,32.4451,35.4667,2,261.0018,14,0.2208,0.92188
nadam,19.8828,32.089,30.259,2,130.5009,16,0.08566,0.96875
sgd,20.9094,32.1157,24.3619,2,87.0006,16,0.05765,0.98438
rmsprop,20.0406,32.0068,30.733,2,174.0012,16,0.11949,0.95312
adadelta,17.6422,32.1288,32.6892,2,174.0012,4,0.96581,0.30729
adagrad,19.0938,32.7906,34.6765,2,391.5027,15,0.38961,0.8125
adam,20.2859,32.6231,27.4208,2,130.5009,16,0.05779,0.98958
adamax,19.5859,32.4844,32.2846,2,261.0018,15,0.10724,0.98438
ftrl,18.9172,32.3765,29.2898,2,217.5015,16,0.22173,0.94271
nadam,17.3062,32.0215,38.8885,2,174.0012,16,0.07484,0.96354
sgd,18.8234,31.9784,39.6588,2,130.5009,14,0.1222,0.95312
rmsprop,20.5844,32.003,25.7907,2,43.5003,15,0.11355,0.95833
adadelta,18.4828,32.1577,32.5709,2,174.0012,10,0.64368,0.5625
adagrad,21.2281,31.9197,33.0324,2,304.5021,16,0.38624,0.8125
adam,17.9469,31.9337,34.9566,2,174.0012,16,0.05711,0.97917
adamax,19.9875,32.1008,28.4299,2,261.0018,16,0.12726,0.96875
ftrl,18.7922,32.0386,32.8603,2,87.0006,16,0.20597,0.96354
nadam,20.3359,31.8923,29.2546,2,43.5003,16,0.06123,0.98438
sgd,17.9953,32.1642,34.1338,2,391.5027,16,0.08809,0.96875
rmsprop,18.1266,32.1534,36.3786,2,435.0031,16,0.05656,0.97396
adadelta,16.8953,32.3355,37.7924,2,348.0024,9,0.68937,0.58854
adagrad,16.1625,32.3831,34.6436,2,261.0018,15,0.26808,0.90104
adam,16.6047,31.991,39.3168,2,391.5027,15,0.15946,0.91667
adamax,18.4047,32.3618,34.7745,2,348.0024,15,0.1259,0.95312
ftrl,17.9453,32.3284,35.4932,2,391.5027,16,0.28829,0.89583
nadam,18.5234,31.9079,32.0239,2,261.0018,15,0.11155,0.95833
sgd,19.5859,31.8992,42.9466,2,348.0024,16,0.11987,0.95312
rmsprop,18.9062,32.0387,30.9941,2,43.5003,16,0.04959,0.98438
adadelta,19.0328,32.2714,28.749,2,174.0012,10,0.70746,0.53646
adagrad,19.6,32.2777,36.627,2,391.5027,14,0.43437,0.76562
adam,20.8781,32.0236,32.9601,2,304.5021,15,0.10288,0.95312
adamax,19.9859,32.0028,25.7257,2,43.5003,16,0.14147,0.9375
ftrl,19.2516,31.9198,31.741,2,304.5021,16,0.23273,0.94271
nadam,19.7172,31.9038,34.7758,2,217.5015,16,0.05328,0.98438
sgd,20.6063,31.9404,25.3318,2,43.5003,16,0.08406,0.96354
rmsprop,19.1375,32.0382,33.3937,2,217.5015,16,0.08513,0.98438
adadelta,19.8422,32.1148,29.3042,2,87.0006,8,0.78089,0.52604
adagrad,17.8969,32.1894,30.226,2,130.5009,16,0.26818,0.88021
adam,18.1969,32.0456,33.0764,2,217.5015,16,0.07494,0.98438
adamax,17.5969,32.0758,31.3803,2,87.0006,16,0.12483,0.94792
ftrl,19.1156,32.0344,34.6803,2,261.0018,14,0.29609,0.90625
nadam,18.5187,32.0747,33.139,2,348.0024,15,0.1086,0.94792
sgd,18.9453,32.1428,31.9164,2,174.0012,16,0.06093,0.98958
rmsprop,17.6625,32.6142,40.9875,2,435.0031,16,0.10384,0.97396
adadelta,19.2078,32.0684,32.8186,2,435.0031,6,0.76954,0.5625
adagrad,18.1453,31.9793,35.961,2,435.0031,15,0.31994,0.84896
adam,19.8109,31.9476,29.5497,2,43.5003,16,0.04467,0.99479
adamax,20.4703,32.0593,28.7652,2,43.5003,15,0.1243,0.96354
ftrl,18.7547,32.2505,31.3167,2,217.5015,16,0.22128,0.94792
nadam,18.8453,31.9673,34.1549,2,87.0006,16,0.0878,0.95312
sgd,20.0203,31.9978,29.9263,2,43.5003,16,0.0875,0.97396
rmsprop,18.1672,32.7054,35.386,2,130.5009,16,0.03221,0.98958
adadelta,20.3563,32.1737,38.3119,2,348.0024,4,0.86508,0.375
adagrad,18.5797,32.137,39.5972,2,435.0031,16,0.29371,0.80208
adam,19.0719,32.0897,34.881,2,261.0018,16,0.13607,0.9375
adamax,18.3766,32.0959,28.352,2,43.5003,15,0.10321,0.97917
ftrl,17.8703,31.8901,30.3434,2,87.0006,16,0.19917,0.95833
nadam,17.3969,32.1019,35.3195,2,174.0012,16,0.08607,0.97917
sgd,19.0359,31.9346,33.6025,2,87.0006,16,0.08225,0.97396
rmsprop,18.0094,32.4373,35.7949,2,261.0018,16,0.07642,0.96354
adadelta,20.0438,32.262,32.2048,2,435.0031,7,0.90334,0.35417
adagrad,18.3312,32.0604,35.1077,2,348.0024,13,0.41592,0.82812
adam,19.3266,32.1566,29.7642,2,43.5003,16,0.05139,0.98438
adamax,17.4672,32.3041,34.6707,2,130.5009,16,0.10475,0.96875
ftrl,17.4656,32.0307,34.4409,2,261.0018,15,0.25858,0.89062
nadam,18.1125,32.0794,35.3608,2,217.5015,16,0.05265,0.97396
sgd,19.5672,32.1615,27.9663,2,217.5015,16,0.08857,0.96354
rmsprop,14.6156,32.0946,36.2215,2,348.0024,16,0.13699,0.96354
adadelta,14.4766,32.0571,34.843,2,87.0006,7,1.0844,0.26562
adagrad,20.5625,31.9383,29.6075,2,304.5021,15,0.30697,0.89062
adam,20.4516,32.127,28.2936,2,217.5015,16,0.09771,0.95833
adamax,19.8641,32.0504,36.2856,2,217.5015,13,0.16784,0.93229
ftrl,18.7906,31.9727,30.8944,2,130.5009,16,0.27542,0.92188
nadam,19.7922,32.0862,28.2638,2,87.0006,16,0.1038,0.95312
sgd,20.4656,31.9697,34.0195,2,261.0018,15,0.11984,0.96875
rmsprop,18.4891,32.6831,33.7608,2,391.5027,15,0.07816,0.97396
adadelta,18.9344,32.0459,35.3284,2,391.5027,3,0.78425,0.53646
adagrad,18.9453,32.2088,35.7662,2,435.0031,13,0.35818,0.81771
adam,19.9188,32.4384,33.603,2,217.5015,15,0.08683,0.96354
adamax,16.9891,32.4238,32.3944,2,261.0018,16,0.12183,0.96875
ftrl,19.6531,32.4118,27.1305,2,130.5009,15,0.22154,0.94271
nadam,17.2359,32.3925,39.2108,2,435.0031,15,0.08194,0.96875
sgd,18.9172,32.207,33.8408,2,304.5021,16,0.10131,0.96875
rmsprop,19.0844,32.3202,32.7258,2,174.0012,16,0.08393,0.96354
adadelta,16.5609,32.3508,35.307,2,348.0024,9,0.73837,0.5
adagrad,19.1734,32.6055,36.7636,2,261.0018,13,0.35379,0.85938
adam,18.5203,32.49,27.3827,2,87.0006,16,0.05134,0.97396
adamax,19.25,32.2651,34.5601,2,261.0018,14,0.17901,0.90625
ftrl,19.45,32.3388,38.3279,2,435.0031,14,0.32697,0.84896
nadam,20.8047,32.234,32.6616,2,174.0012,15,0.09893,0.97917
sgd,16.7094,32.5388,32.7362,2,174.0012,15,0.10944,0.96875
rmsprop,16.7828,32.2556,34.3248,2,217.5015,16,0.1457,0.95833
adadelta,19.0141,32.0263,35.3014,2,217.5015,12,0.69675,0.52083
adagrad,17.9906,32.3013,44.2075,2,348.0024,13,0.37107,0.81771
adam,17.8641,32.0286,33.8118,2,174.0012,15,0.12196,0.94271
adamax,18.975,32.4653,35.4514,2,391.5027,15,0.17383,0.92188
ftrl,17.4797,32.2329,30.6,2,43.5003,15,0.22689,0.94792
nadam,18.6641,32.2112,32.1391,2,87.0006,16,0.05139,0.98958
sgd,17.875,32.0232,30.1963,2,87.0006,13,0.08735,0.96875
rmsprop,17.7875,32.3843,37.8622,2,391.5027,16,0.08069,0.96354
adadelta,19.1828,32.1448,32.9388,2,435.0031,7,0.89093,0.38021
adagrad,18.9281,32.1808,36.541,2,435.0031,13,0.2513,0.95833
adam,19.1938,32.1107,31.8113,2,391.5027,16,0.09294,0.95833
adamax,19.0922,32.9248,39.4741,2,348.0024,15,0.16578,0.92708
ftrl,19.1906,32.5802,27.0543,2,130.5009,16,0.21779,0.95833
nadam,18.1109,32.3034,34.9182,2,130.5009,15,0.05811,0.98438
sgd,19.5547,32.1528,35.4586,2,174.0012,15,0.08076,0.98958
rmsprop,19.8203,32.375,31.6804,2,217.5015,15,0.04141,0.97917
adadelta,19.3281,32.2671,36.605,2,174.0012,9,0.74421,0.55208
adagrad,18.5125,32.1339,32.0526,2,87.0006,16,0.22807,0.91146
adam,18.8078,32.4094,36.9227,2,435.0031,16,0.09764,0.95833
adamax,18.2156,32.3493,37.25,2,391.5027,16,0.1382,0.94271
ftrl,18.7031,32.2686,34.5534,2,217.5015,16,0.28118,0.86458
nadam,18.0359,32.2212,33.4938,2,43.5003,16,0.05804,0.97396
sgd,16.7281,32.4011,35.4312,2,304.5021,16,0.08168,0.97396
rmsprop,18.0453,32.7969,36.0107,2,217.5015,16,0.06671,0.98438
adadelta,17.5109,32.6235,34.9084,2,435.0031,3,0.99998,0.33333
adagrad,17.8094,32.7619,34.067,2,217.5015,16,0.30312,0.89062
adam,19.2078,32.9886,36.8329,2,435.0031,15,0.10619,0.97396
adamax,17.875,32.7219,36.0031,2,304.5021,15,0.12446,0.96875
ftrl,16.5688,32.631,30.7736,2,130.5009,14,0.2886,0.91146
nadam,15.1906,32.4663,39.3732,2,391.5027,16,0.07608,0.97917
sgd,18.875,32.4403,29.9182,2,43.5003,16,0.07024,0.97396
rmsprop,17.6766,32.6886,28.1576,2,130.5009,16,0.10865,0.97917
adadelta,19.0344,32.2565,35.7032,2,391.5027,8,0.70719,0.55208
adagrad,18.7844,32.2003,35.4204,2,217.5015,15,0.21187,0.92188
adam,16.1188,32.2137,35.6446,2,261.0018,16,0.06851,0.98438
adamax,18.1828,32.2878,32.7984,2,130.5009,15,0.099,0.95833
ftrl,18.7516,32.0561,31.0953,2,261.0018,16,0.24179,0.93229
nadam,19.5234,32.1936,32.358,2,391.5027,15,0.14187,0.91667
sgd,15.9156,32.2547,36.4039,2,261.0018,16,0.0787,0.96354
rmsprop,20.6938,32.3159,30.737,2,348.0024,16,0.12062,0.95312
adadelta,21.8438,32.5636,29.8495,2,391.5027,6,0.73129,0.53125
adagrad,17.9719,32.5181,33.5957,2,217.5015,14,0.36405,0.79167
adam,17.5781,32.2606,35.7926,2,391.5027,16,0.12873,0.95312
adamax,19.4031,32.4884,31.98,2,217.5015,15,0.18541,0.91667
ftrl,20.1281,32.8753,31.2016,2,261.0018,15,0.2509,0.95312
nadam,20.7031,32.372,34.0393,2,174.0012,15,0.10289,0.95312
sgd,20.5938,32.5196,30.3409,2,348.0024,14,0.10425,0.94271
rmsprop,18.5922,32.3911,37.9829,2,435.0031,16,0.15194,0.95312
adadelta,18.9547,32.7642,30.035,2,217.5015,10,0.6729,0.63542
adagrad,19.1844,32.6645,26.9317,2,174.0012,15,0.25582,0.90625
adam,17.3781,32.5964,35.6197,2,304.5021,15,0.11893,0.96354
adamax,18.1078,32.4169,33.9623,2,43.5003,16,0.12969,0.96875
ftrl,19.4281,32.4169,34.0822,2,174.0012,15,0.27284,0.91146
nadam,18.0,32.3864,30.8741,2,43.5003,15,0.08126,0.97396
sgd,17.6703,32.5651,35.7353,2,174.0012,16,0.10252,0.97396
rmsprop,19.0156,32.5125,33.5594,2,217.5015,16,0.04595,0.97917
adadelta,17.9047,32.6099,32.0317,2,174.0012,6,0.85891,0.47917
adagrad,20.2016,32.5259,24.97,2,43.5003,15,0.22481,0.94792
adam,19.5516,32.6847,26.5673,2,43.5003,16,0.07367,0.97396
adamax,18.3656,32.6421,30.5792,2,130.5009,16,0.11723,0.97917
ftrl,19.1562,32.7319,33.91,2,217.5015,16,0.26567,0.89062
nadam,21.5812,32.7183,31.5318,2,174.0012,15,0.10367,0.95312
sgd,19.1234,32.8086,27.745,2,87.0006,15,0.06753,0.98438
rmsprop,20.7109,32.6983,27.4447,2,217.5015,16,0.02439,0.99479
adadelta,18.7969,32.6613,30.8361,2,87.0006,9,0.70816,0.54688
adagrad,18.8547,32.4542,34.6209,2,435.0031,13,0.34355,0.79688
adam,18.6844,32.575,33.9739,2,261.0018,15,0.09303,0.96875
adamax,22.4297,32.4346,39.8743,2,130.5009,15,0.12651,0.9375
ftrl,16.625,32.6081,32.9783,2,43.5003,16,0.21037,0.95833
nadam,18.7672,32.6081,31.5815,2,304.5021,16,0.08798,0.96875
sgd,18.6922,32.8195,27.318,2,43.5003,15,0.04432,0.97917
rmsprop,16.7953,32.563,35.0359,2,304.5021,15,0.09584,0.96875
adadelta,17.1766,32.6711,34.5657,2,435.0031,11,0.97997,0.38021
adagrad,18.8188,32.5321,37.6327,2,304.5021,14,0.34476,0.79688
adam,17.9797,32.8502,41.519,2,217.5015,16,0.08522,0.97396
adagrad,21.7408,15.8804,20.7753,9,217,14,0.30487,0.69743
adam,12.6038,17.239,23.5775,11,130,16,0.19869,0.79977
adamax,22.0092,16.9281,22.9994,11,217,15,0.25318,0.75354
ftrl,43.8396,18.0865,23.7218,13,435,16,0.20776,0.80662
nadam,21.2536,16.729,22.6072,16,217,15,0.25458,0.74888
sgd,17.0868,17.5636,23.8127,16,174,16,0.19074,0.80254
rmsprop,12.8887,17.5433,23.9886,9,130,16,0.2008,0.80144
adagrad,21.4609,15.1471,21.3552,15,217,14,0.30455,0.69204
adam,13.2574,17.9934,23.6528,12,130,16,0.2019,0.80069
adamax,21.3243,16.6554,22.8915,9,217,15,0.24734,0.7539
ftrl,43.0903,17.5553,24.4472,16,435,16,0.20747,0.7985
nadam,21.5092,16.7363,22.3171,13,217,15,0.2536,0.74083
sgd,17.1182,17.4858,23.9473,9,174,16,0.19208,0.79823
rmsprop,13.1508,17.5774,23.6975,10,130,16,0.20412,0.80594
adagrad,22.1247,15.7588,21.4354,14,217,14,0.29254,0.70147
adam,12.5578,17.601,24.3141,13,130,16,0.19337,0.79417
adamax,22.1488,16.431,22.6854,9,217,15,0.25301,0.75988
ftrl,43.4292,17.6839,23.813,15,435,16,0.20993,0.80718
nadam,21.5773,16.4926,22.2664,9,217,15,0.25733,0.75162
sgd,17.6665,17.8808,24.4174,16,174,16,0.19089,0.79132
rmsprop,12.8872,17.83,23.9358,15,130,16,0.19464,0.79261
adagrad,21.5797,15.3149,20.8003,15,217,14,0.29024,0.69147
adam,12.5136,17.237,24.2535,9,130,16,0.2008,0.79211
adamax,21.3119,16.3578,22.6738,16,217,15,0.24892,0.75992
ftrl,43.6353,17.9497,23.7173,14,435,16,0.20333,0.80384
nadam,21.5539,16.6336,22.614,8,217,15,0.2456,0.7485
sgd,17.2697,18.0549,24.4899,15,174,16,0.19093,0.79814
rmsprop,13.2618,17.997,23.6351,12,130,16,0.2001,0.79242
adagrad,21.796,15.5334,21.4756,13,217,14,0.29142,0.69673
adam,12.9645,18.0369,23.858,8,130,16,0.19835,0.79547
adamax,22.1427,16.0079,22.0904,10,217,15,0.24903,0.75974
ftrl,43.6241,17.8751,23.8315,8,435,16,0.19535,0.79083
nadam,21.2392,16.6236,22.424,10,217,15,0.24354,0.75139
sgd,17.0577,17.848,24.2622,14,174,16,0.19962,0.79406
rmsprop,12.6201,18.0012,23.9835,12,130,16,0.19763,0.80706
adagrad,21.8547,15.2789,20.6763,8,217,14,0.29199,0.69189
adam,13.1065,17.5209,23.774,9,130,16,0.20222,0.79348
adamax,22.1173,16.9176,22.4041,10,217,15,0.24242,0.75087
ftrl,43.5114,17.3759,24.188,15,435,16,0.20479,0.80943
nadam,21.7609,16.674,22.6144,10,217,15,0.24086,0.74877
sgd,17.5503,17.4934,23.7585,16,174,16,0.19617,0.80743
rmsprop,12.9695,17.4698,24.1012,8,130,16,0.19693,0.79949
adagrad,21.4138,15.7572,21.2245,14,217,14,0.30628,0.69491
adam,13.3375,17.4622,24.081,11,130,16,0.19599,0.80977
adamax,21.4749,16.5614,22.5607,15,217,15,0.25229,0.75778
ftrl,43.1817,17.2312,23.889,16,435,16,0.19243,0.79546
nadam,21.9851,16.0079,22.0768,10,217,15,0.25411,0.75928
sgd,17.7216,17.7505,23.5831,13,174,16,0.20943,0.79941
rmsprop,12.8256,17.8368,24.0275,10,130,16,0.20439,0.7989
adagrad,21.9939,15.2112,20.6661,16,217,14,0.29797,0.69298
adam,13.3054,17.5498,24.0577,13,130,16,0.2088,0.7941
adamax,22.1509,16.1497,22.4771,15,217,15,0.25906,0.74476
ftrl,43.398,17.2477,24.3023,14,435,16,0.19524,0.80639
nadam,21.5729,16.2244,22.2839,15,217,15,0.24801,0.75817
sgd,17.4954,17.1798,24.0585,13,174,16,0.20128,0.79077
rmsprop,13.0863,18.0176,24.0941,14,130,16,0.19681,0.79569
adagrad,21.5675,15.7685,20.7943,13,217,14,0.29254,0.69676
adam,13.0943,17.7129,24.3373,14,130,16,0.20263,0.79496
adamax,22.0623,16.8888,22.5017,14,217,15,0.24247,0.75456
ftrl,43.0862,17.3317,23.6999,9,435,16,0.1967,0.79663
nadam,21.7046,16.2653,22.9928,14,217,15,0.25688,0.74938
sgd,17.834,17.7773,24.2867,12,174,16,0.19476,0.80334
rmsprop,13.2895,17.114,24.3443,16,130,16,0.2093,0.79334
adagrad,21.7499,15.7295,21.4842,10,217,14,0.29923,0.70135
adam,12.7227,17.654,23.9745,13,130,16,0.19579,0.79376
adamax,21.5335,16.8765,22.6633,10,217,15,0.24225,0.75816
ftrl,43.4839,17.6015,23.7292,10,435,16,0.20272,0.79131
nadam,21.8416,16.1615,22.9612,11,217,15,0.2421,0.7449
sgd,17.1898,17.9149,23.799,13,174,16,0.19829,0.80301
rmsprop,12.9903,17.8951,24.1673,12,130,16,0.19742,0.79351
adagrad,21.605,15.5436,20.7825,9,217,14,0.30661,0.70753
adam,12.8819,17.4189,23.7293,11,130,16,0.20397,0.79435
adamax,21.7293,16.797,22.8459,10,217,15,0.25587,0.74802
ftrl,43.3376,17.9825,23.8126,16,435,16,0.20289,0.80639
nadam,22.0624,16.9665,22.7424,13,217,15,0.24571,0.74917
sgd,17.0546,17.7318,24.3461,8,174,16,0.20362,0.79494
rmsprop,13.3575,17.2911,24.0449,11,130,16,0.20368,0.808
adagrad,21.7795,15.728,21.4229,10,217,14,0.30684,0.69496
adam,13.1769,18.0058,24.3952,14,130,16,0.19056,0.79176
adamax,21.7042,16.3807,22.4357,10,217,15,0.24368,0.74243
ftrl,43.8355,17.9731,24.3161,15,435,16,0.20248,0.79444
nadam,21.5005,16.4908,22.4326,13,217,15,0.2578,0.75738
sgd,17.2028,17.8481,24.3629,11,174,16,0.19846,0.80797
rmsprop,12.9893,17.1406,24.1583,11,130,16,0.19771,0.79496
adagrad,21.3243,15.1416,21.0618,13,217,14,0.29177,0.70158
adam,12.5137,17.5609,23.8709,16,130,16,0.19551,0.79442
adamax,21.4615,16.3743,22.5736,15,217,15,0.25114,0.74712
ftrl,43.0183,17.8801,23.8625,8,435,16,0.20064,0.79132
nadam,22.0184,16.5235,22.3107,13,217,15,0.2567,0.75039
sgd,17.0491,17.5694,23.6648,10,174,16,0.19814,0.79545
rmsprop,13.2715,17.7711,23.6692,14,130,16,0.19552,0.796
adagrad,21.5356,15.1525,21.2987,16,217,14,0.29646,0.70123
adam,13.0547,17.2819,24.0837,10,130,16,0.1954,0.80117
adamax,22.151,16.7495,22.8071,9,217,15,0.24648,0.74112
ftrl,43.5783,17.9465,23.6993,12,435,16,0.20133,0.80461
nadam,21.2529,16.94,22.6029,15,217,15,0.25726,0.74784
sgd,17.5626,18.0594,24.1447,14,174,16,0.19301,0.79595
rmsprop,13.2337,17.3583,23.6447,9,130,16,0.20558,0.80787
adagrad,21.3581,15.0131,20.9261,8,217,14,0.30354,0.70045
adam,13.0659,17.1837,23.7559,12,130,16,0.20377,0.79004
adamax,21.6578,16.2983,22.1785,9,217,15,0.24313,0.74173
ftrl,43.267,17.8411,24.3455,14,435,16,0.20208,0.79181
nadam,21.4093,16.945,22.3742,14,217,15,0.24934,0.74612
sgd,17.6129,17.8987,23.7544,13,174,16,0.20203,0.79536
rmsprop,13.0236,17.734,23.9482,16,130,16,0.2069,0.80331
adagrad,21.2607,15.5904,21.4842,14,217,14,0.29264,0.70811
adam,12.907,17.1578,23.8731,11,130,16,0.19492,0.80771
adamax,21.2945,16.6925,22.1896,12,217,15,0.24275,0.7547
ftrl,43.3276,17.7432,23.6744,15,435,16,0.20666,0.80965
nadam,21.5287,16.6781,22.4401,9,217,15,0.25264,0.75302
sgd,17.8558,17.1734,24.4063,12,174,16,0.19355,0.80218
rmsprop,12.6528,17.843,24.0048,12,130,16,0.19287,0.80554
adagrad,21.2038,15.5216,20.5306,15,217,14,0.29855,0.69647
adam,12.9473,17.8077,23.8277,11,130,16,0.20148,0.80817
adamax,21.445,16.4486,22.8128,13,217,15,0.25734,0.7593
ftrl,43.6494,17.6589,23.8164,15,435,16,0.20058,0.80493
nadam,21.9401,16.1443,22.0264,11,217,15,0.2596,0.75865
sgd,17.6859,17.2149,24.4164,10,174,16,0.20922,0.79242
rmsprop,13.1178,17.3075,23.7732,8,130,16,0.19732,0.80713
adagrad,21.5732,15.6142,21.0254,10,217,14,0.30942,0.69363
adam,12.797,17.2925,24.3982,11,130,16,0.19978,0.80646
adamax,21.5952,16.6054,22.2481,8,217,15,0.24335,0.75622
ftrl,43.0453,17.7038,24.1162,14,435,16,0.20487,0.8015
nadam,21.5861,16.5446,22.5149,8,217,15,0.25193,0.75856
sgd,17.4328,17.8523,23.7369,12,174,16,0.19366,0.80377
rmsprop,13.009,17.4341,24.2424,13,130,16,0.1914,0.80659
adagrad,21.6646,15.6758,20.5741,14,217,14,0.30178,0.70052
adam,12.5692,17.3018,24.196,13,130,16,0.19515,0.80116
adamax,21.2511,16.676,22.5741,8,217,15,0.24294,0.75738
ftrl,43.2212,17.4692,23.6754,12,435,16,0.20637,0.80284
nadam,21.9011,16.7088,22.8761,13,217,15,0.24543,0.74045
sgd,17.2808,17.854,23.6536,14,174,16,0.19647,0.79283
rmsprop,13.4734,18.0076,23.7882,16,130,16,0.20738,0.80032
adagrad,21.7045,15.2472,20.7441,12,217,14,0.29749,0.69689
adam,12.5514,17.978,24.4321,11,130,16,0.2078,0.79478
adamax,21.5319,16.8066,22.041,14,217,15,0.24838,0.75673
ftrl,43.6059,17.1987,24.4515,14,435,16,0.20912,0.80611
nadam,22.1496,16.3156,22.3635,12,217,15,0.24833,0.75353
sgd,17.4888,17.3649,23.7992,16,174,16,0.19076,0.808
rmsprop,12.9433,17.8001,24.2021,11,130,16,0.19937,0.79632
adagrad,21.7499,15.2314,21.0087,14,217,14,0.29677,0.69172
adam,12.9136,17.8161,24.4506,10,130,16,0.20788,0.80092
adamax,21.2603,16.2522,22.608,15,217,15,0.25965,0.75076
ftrl,43.0337,17.1646,23.7924,13,435,16,0.19318,0.79317
nadam,21.8042,16.2913,22.8754,14,217,15,0.24932,0.74701
sgd,17.4786,17.3614,24.2193,12,174,16,0.1966,0.80086
rmsprop,12.8688,17.167,23.8067,8,130,16,0.20019,0.7904
adagrad,21.881,15.2625,21.1228,11,217,14,0.29452,0.69654
adam,13.05,17.5786,23.8959,11,130,16,0.20643,0.80382
adamax,21.7603,16.2481,22.8816,10,217,15,0.24446,0.74534
ftrl,43.7064,17.763,23.9108,10,435,16,0.20949,0.79611
nadam,22.1992,16.6311,22.5308,12,217,15,0.25498,0.75481
sgd,17.3096,17.6591,24.4617,13,174,16,0.19259,0.80126
rmsprop,13.0139,17.5116,23.9039,11,130,16,0.19739,0.80978
adagrad,21.291,15.777,21.1364,16,217,14,0.29501,0.69067
adam,13.114,17.309,24.1471,12,130,16,0.20801,0.80568
adamax,21.309,16.7291,22.3053,11,217,15,0.25714,0.74458
ftrl,43.3333,17.2687,24.1752,15,435,16,0.20541,0.80818
nadam,21.4651,16.5361,22.7534,9,217,15,0.24332,0.74654
sgd,17.0164,17.2294,24.0803,11,174,16,0.19445,0.80806
rmsprop,12.9837,17.199,24.1501,9,130,16,0.20233,0.80044
adagrad,21.9639,15.7782,20.9647,12,217,14,0.29843,0.69147
adam,12.5842,17.4005,24.4129,15,130,16,0.19691,0.7937
adamax,22.0054,16.6696,22.5156,9,217,15,0.24548,0.75935
ftrl,43.8841,17.8343,23.8394,8,435,16,0.19209,0.79199
nadam,21.9654,16.9746,22.9886,16,217,15,0.24725,0.75328
sgd,17.7564,18.0746,24.0184,8,174,16,0.19471,0.7911
rmsprop,12.6205,17.8716,23.8819,14,130,16,0.193,0.80349
adagrad,21.8171,15.2954,21.42,14,217,14,0.29581,0.70463
adam,12.907,17.3331,24.1301,16,130,16,0.20434,0.79675
adamax,21.9171,16.1811,22.4832,11,217,15,0.25398,0.74163
ftrl,43.8528,17.1338,23.6508,11,435,16,0.19127,0.79934
nadam,21.483,16.7439,22.5608,16,217,15,0.25777,0.75033
sgd,17.7006,17.7658,24.0253,10,174,16,0.19271,0.80835
rmsprop,12.5862,17.8574,24.3818,16,130,16,0.19178,0.79176
adagrad,22.1106,15.6675,21.4994,9,217,14,0.30244,0.69834
adam,13.1501,17.2113,23.9624,16,130,16,0.19267,0.80345
adamax,21.4807,16.9852,22.8561,15,217,15,0.24162,0.75445
ftrl,43.8195,17.3115,23.7004,9,435,16,0.1937,0.80038
nadam,21.6147,16.1817,22.6073,10,217,15,0.25164,0.75902
sgd,17.4476,17.3582,23.9982,14,174,16,0.19243,0.79543
rmsprop,12.5134,17.338,24.0454,15,130,16,0.1936,0.79812
adagrad,22.0927,14.9918,21.2434,16,217,14,0.29631,0.69567
adam,13.1544,17.9,23.6624,12,130,16,0.19421,0.79932
adamax,21.5933,16.0085,22.063,13,217,15,0.25377,0.74919
ftrl,43.7557,17.3752,23.7054,15,435,16,0.20593,0.79384
nadam,22.1009,16.4214,22.8314,8,217,15,0.25846,0.74789
sgd,17.8732,17.3396,24.2189,12,174,16,0.19926,0.79195
rmsprop,12.7702,17.2982,23.8132,9,130,16,0.2076,0.79822
adagrad,21.2662,15.4778,21.357,13,217,14,0.291,0.70696
adam,13.4764,17.2863,23.6178,14,130,16,0.20524,0.80326
adamax,21.8291,16.3392,22.1944,13,217,15,0.24012,0.74231
ftrl,43.0215,17.3067,23.7098,9,435,16,0.20518,0.79662
nadam,21.7936,16.3509,22.7925,13,217,15,0.2589,0.75285
sgd,17.1488,17.5366,23.7138,8,174,16,0.20838,0.80498
rmsprop,13.2894,17.8786,23.7727,13,130,16,0.19288,0.79916
adagrad,22.1632,15.8375,20.6079,14,217,14,0.29464,0.6931
adam,12.6583,17.3818,24.1962,10,130,16,0.2004,0.7982
adamax,21.3159,16.7866,22.1178,12,217,15,0.25632,0.74203
ftrl,43.0099,18.0479,23.9126,11,435,16,0.20297,0.79864
nadam,22.1919,16.2712,22.571,9,217,15,0.24679,0.75408
sgd,17.0205,17.2031,24.0459,15,174,16,0.20027,0.7901
rmsprop,13.4251,17.4278,23.6405,12,130,16,0.19059,0.80946
adagrad,21.9969,15.4569,20.9448,12,217,14,0.30784,0.70195
adam,12.5475,17.3228,24.4629,10,130,16,0.19545,0.79051
adamax,22.1861,16.4065,22.8314,16,217,15,0.24239,0.74654
ftrl,43.8623,17.237,23.7778,12,435,16,0.19437,0.80835
nadam,21.9815,16.4611,22.4681,15,217,15,0.24265,0.75854
sgd,17.0473,17.2293,24.0279,11,174,16,0.194,0.80979
rmsprop,12.6436,17.7281,24.3466,10,130,16,0.19845,0.80101
adagrad,21.9559,15.392,20.553,13,217,14,0.29376,0.69563
adam,13.3763,17.2755,23.5754,11,130,16,0.1936,0.806
adamax,21.7327,16.5836,22.9722,12,217,15,0.25043,0.74101
ftrl,43.5195,17.5939,24.4105,9,435,16,0.20425,0.79522
