optimizer,cpu,memory,time,epochs,predictions,dataset,loss,accuracy
ftrl,54.2,78.5,27.6348,2,130.5009,15,0.23993,0.9375
nadam,54.375,77.175,24.9963,2,87.0006,15,0.0667,0.97396
sgd,54.35,78.75,29.415,2,304.5021,15,0.11452,0.94792
rmsprop,54.2,77.05,25.9116,2,87.0006,16,0.06789,0.97917
adadelta,54.475,76.15,28.2058,2,348.0024,8,0.74147,0.54688
adagrad,54.15,76.025,30.2263,2,304.5021,13,0.36104,0.82292
adam,54.25,78.725,24.8895,2,43.5003,15,0.0466,0.98958
adamax,54.275,79.5,28.9126,2,391.5027,15,0.13707,0.95312
ftrl,54.325,79.5,27.4654,2,217.5015,15,0.23702,0.91667
nadam,54.25,77.95,30.0573,2,348.0024,16,0.15349,0.94271
sgd,54.3,78.525,26.3938,2,304.5021,16,0.08175,0.96354
rmsprop,54.275,78.625,30.5912,2,261.0018,16,0.10557,0.95833
adadelta,54.275,78.725,27.1145,2,261.0018,5,0.6746,0.63542
adagrad,54.275,78.625,26.0481,2,174.0012,16,0.28387,0.875
adam,54.2,78.55,25.1268,2,87.0006,16,0.11673,0.94792
adamax,54.225,78.075,25.986,2,261.0018,16,0.1699,0.91667
ftrl,54.225,77.325,27.6452,2,304.5021,15,0.32042,0.85417
nadam,54.2,77.2,26.0347,2,43.5003,16,0.07062,0.96354
sgd,54.4,78.725,26.5544,2,391.5027,16,0.12907,0.93229
rmsprop,54.2,79.025,30.2111,2,304.5021,16,0.18532,0.92708
adadelta,54.2,77.275,24.2525,2,43.5003,9,0.88497,0.45833
adagrad,54.3,78.5,28.3182,2,261.0018,14,0.30192,0.81771
adam,54.225,77.15,28.6331,2,130.5009,16,0.09459,0.94271
adamax,54.3,78.825,24.0181,2,43.5003,16,0.12964,0.94271
ftrl,54.5,78.025,26.0275,2,261.0018,15,0.2656,0.90625
nadam,54.2,78.675,30.3938,2,435.0031,16,0.07244,0.97396
sgd,54.25,77.85,27.8809,2,435.0031,16,0.08054,0.97396
rmsprop,54.225,78.375,32.0492,2,435.0031,16,0.10307,0.96354
adadelta,54.275,79.375,26.9705,2,304.5021,4,0.8662,0.45833
adagrad,54.225,79.925,26.8101,2,174.0012,16,0.23343,0.91146
adam,54.3,77.675,25.0287,2,43.5003,16,0.09457,0.95833
adamax,54.2,77.825,26.4224,2,261.0018,16,0.15699,0.94271
ftrl,54.2,78.55,23.7582,2,43.5003,16,0.2762,0.89583
nadam,54.225,77.175,31.1816,2,304.5021,15,0.09189,0.96354
sgd,54.225,78.4,25.8152,2,130.5009,16,0.06193,0.97396
rmsprop,54.175,76.075,27.2191,2,87.0006,15,0.06921,0.97917
adadelta,54.2,76.65,29.1522,2,304.5021,11,0.8661,0.52604
adagrad,54.275,77.825,27.0777,2,261.0018,16,0.30135,0.875
adam,54.3,78.05,26.6196,2,174.0012,16,0.1023,0.95833
adamax,54.2,78.225,31.1699,2,391.5027,13,0.22375,0.88542
ftrl,54.2,76.9,29.515,2,435.0031,15,0.32847,0.86458
nadam,54.225,79.475,28.1905,2,435.0031,16,0.08137,0.97917
sgd,54.2,77.425,25.194,2,43.5003,16,0.07029,0.97917
rmsprop,54.2,78.175,28.3756,2,348.0024,16,0.10476,0.95312
adadelta,54.225,78.625,27.4776,2,304.5021,6,1.116,0.22396
adagrad,54.275,78.175,30.3242,2,435.0031,14,0.3173,0.84375
adam,54.25,78.475,23.3774,2,43.5003,16,0.06564,0.97917
adamax,54.3,79.45,24.9545,2,87.0006,16,0.1221,0.94792
ftrl,54.225,77.1,29.9195,2,435.0031,13,0.26154,0.92188
nadam,54.225,76.925,28.562,2,261.0018,16,0.06807,0.97396
sgd,54.2,77.8,34.0922,2,391.5027,15,0.10407,0.97396
rmsprop,54.2,77.825,28.0445,2,435.0031,16,0.16382,0.95833
adadelta,54.225,77.775,24.9195,2,87.0006,14,0.56621,0.61458
adagrad,54.2,77.675,30.3257,2,348.0024,13,0.43189,0.72917
adam,54.225,77.975,25.6204,2,217.5015,16,0.04598,0.97917
adamax,54.225,79.5,28.0826,2,174.0012,15,0.11833,0.95312
ftrl,54.275,76.4,28.5885,2,261.0018,16,0.26186,0.89583
nadam,54.225,79.05,28.8335,2,391.5027,15,0.08403,0.97396
sgd,54.225,79.525,28.8909,2,435.0031,16,0.09686,0.96875
rmsprop,54.225,78.8,26.5177,2,304.5021,16,0.10893,0.97396
adagrad,75.45,58.025,38.2074,2,261.0018,12,0.29534,0.86458
adam,61.45,50.775,43.563,2,261.0018,16,0.07703,0.97396
adamax,66.35,56.65,35.3024,2,391.5027,16,0.20171,0.92188
ftrl,73.85,57.175,34.1242,2,304.5021,16,0.29193,0.89062
nadam,67.9,55.4,30.3552,2,174.0012,15,0.08846,0.97917
sgd,64.1,31.4,42.2484,2,391.5027,16,0.07583,0.97396
rmsprop,68.575,57.325,35.1403,2,217.5015,16,0.14164,0.94792
adadelta,47.6,60.525,35.7211,2,348.0024,6,0.9622,0.36979
adagrad,64.35,29.275,41.1899,2,391.5027,14,0.34105,0.76562
adam,67.55,27.65,40.8859,2,435.0031,16,0.12084,0.94792
adamax,53.9,54.275,38.2823,2,174.0012,16,0.17775,0.90625
ftrl,52.725,54.6,32.8754,2,217.5015,15,0.29496,0.93229
nadam,66.85,42.15,41.6394,2,217.5015,16,0.12599,0.94271
sgd,59.225,57.9,30.1046,2,43.5003,16,0.05806,0.99479
rmsprop,55.775,57.85,32.1432,2,43.5003,14,0.05014,0.98438
adadelta,55.575,55.175,44.0192,2,217.5015,10,0.66351,0.57292
adagrad,63.875,55.675,36.1436,2,130.5009,16,0.30542,0.86458
adam,64.85,33.025,40.3725,2,391.5027,16,0.11598,0.95312
adamax,64.65,39.275,29.4841,2,130.5009,16,0.11289,0.95833
ftrl,58.825,63.525,35.259,2,435.0031,15,0.27617,0.90104
nadam,52.0,44.35,40.0099,2,130.5009,15,0.08257,0.96354
sgd,66.525,40.2,48.4963,2,435.0031,16,0.09123,0.95833
rmsprop,68.45,49.65,37.0735,2,174.0012,15,0.03715,0.98958
adadelta,61.2,47.75,35.9272,2,348.0024,4,0.80489,0.4375
adagrad,58.1,48.2,34.8136,2,130.5009,13,0.31387,0.85417
adam,58.75,51.75,51.2672,2,130.5009,15,0.10345,0.96875
adamax,60.15,30.875,38.124,2,217.5015,15,0.12497,0.92708
ftrl,55.825,38.875,34.636,2,304.5021,16,0.27991,0.89062
nadam,53.325,51.0,33.3503,2,43.5003,16,0.06598,0.97917
sgd,49.875,52.3,29.9673,2,43.5003,16,0.08311,0.96354
rmsprop,66.5,46.9,38.6781,2,217.5015,15,0.07007,0.97917
adadelta,50.05,25.925,38.7463,2,174.0012,5,0.71673,0.55729
adagrad,62.25,31.25,35.8189,2,174.0012,13,0.28649,0.85938
adam,57.225,54.3,36.8613,2,435.0031,16,0.09319,0.95833
adamax,61.675,27.1,40.4972,2,348.0024,15,0.18504,0.95833
ftrl,56.925,49.625,36.6621,2,87.0006,16,0.22941,0.92188
nadam,61.8,53.975,32.7955,2,43.5003,14,0.06854,0.97917
sgd,62.15,30.95,37.9811,2,391.5027,16,0.08251,0.97917
rmsprop,60.95,54.45,33.5727,2,391.5027,14,0.22214,0.92188
adadelta,61.525,47.125,44.6481,2,435.0031,8,0.81113,0.48438
adagrad,63.025,49.5,35.5765,2,348.0024,14,0.2793,0.81771
adam,46.825,54.15,42.4111,2,435.0031,16,0.09198,0.97917
adamax,57.85,58.05,38.1824,2,435.0031,14,0.16588,0.91667
ftrl,59.1,50.6,39.4578,2,304.5021,15,0.2975,0.85938
nadam,63.025,35.5,39.7368,2,304.5021,15,0.10642,0.97917
sgd,51.05,43.05,40.1718,2,217.5015,14,0.11841,0.94792
rmsprop,53.975,57.875,30.7438,2,43.5003,15,0.097,0.96354
adadelta,55.95,54.15,41.9437,2,391.5027,5,0.87753,0.41146
adagrad,61.025,49.6,36.5443,2,391.5027,16,0.38211,0.83854
adam,61.525,50.7,40.2555,2,217.5015,16,0.06694,0.97396
adamax,60.6,48.675,44.7091,2,348.0024,16,0.1545,0.95312
ftrl,61.85,33.725,37.0225,2,217.5015,15,0.2336,0.92188
nadam,40.55,53.05,44.3135,2,174.0012,15,0.10018,0.95312
sgd,55.825,46.0,38.3971,2,174.0012,14,0.07763,0.98958
rmsprop,63.875,61.625,30.8588,2,43.5003,16,0.09289,0.96875
adadelta,61.6,29.85,41.5666,2,391.5027,6,0.88976,0.36458
adagrad,59.375,58.75,38.8901,2,391.5027,16,0.33539,0.86458
adam,54.1,57.925,36.4288,2,217.5015,15,0.08344,0.97396
adamax,48.375,49.325,33.8425,2,217.5015,15,0.11958,0.96354
ftrl,67.75,53.225,36.5619,2,435.0031,15,0.25584,0.92708
nadam,58.175,52.1,31.5875,2,43.5003,16,0.0434,0.99479
sgd,59.9,39.55,43.6222,2,348.0024,16,0.12583,0.9375
rmsprop,62.45,27.275,38.766,2,43.5003,16,0.08449,0.95833
adadelta,64.6,29.25,37.5118,2,217.5015,5,1.00196,0.31771
adagrad,48.75,47.525,45.877,2,435.0031,15,0.35017,0.8125
adam,42.95,54.825,33.8981,2,261.0018,15,0.12058,0.94792
adamax,63.05,53.575,37.8672,2,304.5021,16,0.14846,0.92708
ftrl,60.2,37.9,36.6038,2,87.0006,16,0.20922,0.94271
nadam,63.1,33.325,35.9715,2,348.0024,16,0.10898,0.97396
sgd,66.6,52.95,35.2955,2,348.0024,16,0.08389,0.95833
rmsprop,51.925,53.825,32.3954,2,87.0006,16,0.04546,0.97917
adadelta,64.075,47.025,34.8147,2,43.5003,8,1.00729,0.33854
adagrad,64.125,43.025,36.3435,2,43.5003,16,0.23183,0.90104
adam,60.3,50.6,39.3755,2,261.0018,16,0.12547,0.94271
adamax,53.325,53.85,39.0185,2,304.5021,15,0.14411,0.94271
ftrl,58.9,51.9,31.7644,2,43.5003,16,0.24573,0.89062
nadam,55.4,50.3,43.2743,2,304.5021,15,0.11545,0.97396
sgd,61.875,33.4,36.1723,2,217.5015,16,0.11437,0.95312
rmsprop,59.1,51.7,40.4781,2,391.5027,16,0.04346,0.98438
adadelta,57.55,47.05,39.3765,2,348.0024,8,0.86152,0.46875
adagrad,54.575,26.7,39.1738,2,435.0031,15,0.35231,0.77604
adam,59.25,48.55,43.5061,2,43.5003,16,0.0796,0.97917
adamax,56.775,59.425,40.6046,2,435.0031,15,0.11644,0.97396
ftrl,53.825,52.375,41.3088,2,348.0024,16,0.30931,0.88542
nadam,48.9,51.025,37.4038,2,174.0012,15,0.10114,0.96875
sgd,58.025,43.675,34.8825,2,130.5009,16,0.0969,0.96354
rmsprop,64.6,58.65,30.567,2,43.5003,15,0.36984,0.92188
adadelta,59.325,45.625,40.1429,2,174.0012,11,0.70106,0.53125
adagrad,54.725,57.075,34.4295,2,217.5015,14,0.346,0.83854
adam,65.5,37.25,30.7125,2,87.0006,14,0.04786,1.0
adamax,66.3,48.35,43.3851,2,391.5027,16,0.193,0.91667
ftrl,57.9,59.625,35.4219,2,348.0024,16,0.22484,0.96354
nadam,65.55,25.75,43.7084,2,304.5021,16,0.15254,0.94792
sgd,64.45,62.425,40.3393,2,43.5003,14,0.08643,0.96875
rmsprop,60.7,50.525,42.0222,2,304.5021,15,0.12799,0.95833
adadelta,65.575,56.375,34.0907,2,43.5003,5,1.0811,0.44792
adagrad,57.6,53.225,34.8424,2,348.0024,14,0.33803,0.84375
adam,63.875,23.95,38.6301,2,261.0018,16,0.09124,0.97396
adamax,58.8,56.85,36.8987,2,304.5021,16,0.16123,0.94792
ftrl,65.725,63.25,34.4186,2,391.5027,14,0.28334,0.92708
nadam,64.425,49.25,33.1876,2,43.5003,16,0.06834,0.97396
sgd,65.625,58.175,42.3825,2,435.0031,16,0.08345,0.98438
rmsprop,34.4,49.3,41.8272,2,217.5015,16,0.1308,0.95312
adadelta,60.2,23.85,36.523,2,174.0012,8,0.5745,0.60417
adagrad,50.775,45.775,38.3145,2,217.5015,13,0.31591,0.83854
adam,51.425,51.45,36.8126,2,43.5003,16,0.06783,0.97917
adamax,63.275,51.6,40.0562,2,87.0006,15,0.12588,0.95312
ftrl,62.4,22.275,38.1362,2,130.5009,16,0.25165,0.9375
nadam,59.85,59.675,33.5625,2,391.5027,15,0.12102,0.94792
sgd,60.0,52.675,35.6784,2,304.5021,14,0.1342,0.95833
rmsprop,63.85,49.95,32.5851,2,130.5009,14,0.07799,0.97917
adadelta,62.575,42.475,34.7092,2,43.5003,7,0.7397,0.54167
adagrad,60.675,36.675,40.1984,2,435.0031,14,0.3729,0.84896
adam,62.275,53.275,42.7192,2,391.5027,15,0.13611,0.94792
adamax,59.45,57.2,33.797,2,348.0024,16,0.09743,0.96875
ftrl,61.225,59.3,31.5268,2,43.5003,16,0.21296,0.94792
nadam,50.775,35.75,32.1034,2,87.0006,15,0.06026,0.98958
sgd,63.75,59.45,37.0486,2,391.5027,15,0.09938,0.95833
rmsprop,51.025,26.125,40.7883,2,435.0031,16,0.08197,0.97396
adadelta,60.825,51.075,35.853,2,87.0006,7,0.68921,0.56771
adagrad,51.5,41.95,33.4031,2,261.0018,15,0.25402,0.88542
adam,60.85,47.425,39.4199,2,435.0031,15,0.09208,0.96354
adamax,53.675,50.2,37.6628,2,391.5027,15,0.17646,0.93229
ftrl,60.0,34.125,38.4709,2,348.0024,16,0.30861,0.86979
nadam,48.075,33.3,39.0479,2,304.5021,16,0.10366,0.94792
sgd,58.225,23.2,38.5212,2,217.5015,14,0.11796,0.95833
rmsprop,64.1,48.425,35.08,2,130.5009,15,0.02957,0.98438
adadelta,63.475,38.3,40.0907,2,87.0006,9,0.73931,0.55729
adagrad,64.475,53.725,33.4386,2,43.5003,13,0.21578,0.94792
adam,56.825,55.95,34.9827,2,174.0012,16,0.05523,0.98438
adamax,59.75,48.125,37.7621,2,261.0018,15,0.20244,0.91146
ftrl,63.175,29.2,37.5407,2,217.5015,14,0.28047,0.91667
nadam,57.725,57.275,36.0442,2,87.0006,15,0.04711,0.99479
sgd,62.85,64.475,28.8585,2,43.5003,16,0.06235,0.98438
rmsprop,61.5,52.875,40.8633,2,87.0006,16,0.14515,0.9375
adadelta,62.5,52.525,31.3716,2,87.0006,9,0.69286,0.59375
adagrad,43.75,46.9,34.3707,2,130.5009,14,0.33216,0.79688
adam,50.375,56.975,36.4161,2,217.5015,15,0.07145,0.98958
adamax,63.65,52.0,35.1089,2,348.0024,16,0.13926,0.96354
ftrl,60.975,44.225,39.1515,2,348.0024,16,0.32977,0.84375
nadam,51.075,53.825,38.6908,2,261.0018,16,0.13349,0.94271
sgd,61.925,52.425,38.2732,2,435.0031,16,0.05755,0.98438
rmsprop,60.85,34.4,36.7964,2,174.0012,16,0.03551,0.98958
adadelta,48.425,66.0,29.0386,2,174.0012,7,0.81636,0.4375
adagrad,62.1,28.75,36.3665,2,217.5015,12,0.25041,0.90104
adam,49.375,45.975,44.8057,2,391.5027,15,0.10955,0.95312
adamax,63.1,37.275,36.728,2,130.5009,16,0.17297,0.90625
ftrl,57.575,50.025,37.7209,2,174.0012,15,0.29838,0.89583
nadam,46.325,51.325,50.4077,2,217.5015,16,0.06659,0.98438
sgd,58.05,52.2,36.7017,2,435.0031,15,0.09128,0.96875
rmsprop,54.675,42.925,37.4785,2,174.0012,16,0.10298,0.97396
adadelta,63.45,36.0,39.4829,2,304.5021,9,0.6417,0.60417
adagrad,57.05,30.5,38.8261,2,304.5021,16,0.34461,0.84375
adam,60.0,58.625,36.7971,2,391.5027,15,0.15509,0.92708
adamax,47.85,27.625,40.6472,2,435.0031,16,0.20056,0.90104
ftrl,54.2,50.6,40.4714,2,304.5021,13,0.28351,0.90625
nadam,47.225,43.3,35.9346,2,87.0006,16,0.11594,0.94271
sgd,63.625,62.025,34.9975,2,261.0018,14,0.06541,0.98438
rmsprop,55.55,30.325,36.4484,2,130.5009,15,0.1146,0.95833
adadelta,46.925,52.275,34.988,2,87.0006,9,1.11595,0.30729
adagrad,51.225,52.925,30.4067,2,43.5003,14,0.20783,0.94271
adam,61.1,56.225,33.8532,2,435.0031,16,0.08118,0.96354
adamax,50.8,48.2,35.4654,2,217.5015,15,0.12064,0.96875
ftrl,47.975,43.3,40.4945,2,435.0031,14,0.32101,0.83854
nadam,63.825,60.4,35.1541,2,391.5027,16,0.09869,0.95833
sgd,52.5,53.55,28.9074,2,87.0006,16,0.08798,0.95833
rmsprop,54.05,53.875,31.3837,2,43.5003,15,0.09631,0.94792
adadelta,54.75,58.95,30.6253,2,87.0006,11,0.45914,0.69271
adagrad,55.875,29.825,35.5692,2,130.5009,16,0.24564,0.89062
adam,58.275,22.0,36.8876,2,174.0012,16,0.08042,0.97396
adamax,47.325,30.85,38.0034,2,391.5027,16,0.13209,0.94271
ftrl,46.375,59.05,42.9301,2,348.0024,16,0.32298,0.82812
nadam,50.325,53.25,37.4583,2,261.0018,14,0.15839,0.91667
sgd,52.7,51.575,34.8062,2,348.0024,16,0.07639,0.96354
rmsprop,54.575,54.325,32.8141,2,87.0006,16,0.05806,0.97396
adadelta,53.575,57.675,37.0888,2,435.0031,8,0.76665,0.46875
adagrad,57.025,37.9,34.8402,2,391.5027,16,0.32418,0.875
adam,52.925,44.1,35.9497,2,261.0018,16,0.12508,0.95312
adamax,61.425,48.45,45.2701,2,391.5027,16,0.21884,0.91146
ftrl,51.3,52.875,39.4982,2,261.0018,16,0.23905,0.91667
nadam,50.475,61.575,27.5045,2,87.0006,14,0.08355,0.97396
sgd,58.6,46.725,38.0011,2,130.5009,15,0.10942,0.95312
rmsprop,56.6,18.175,46.1464,2,391.5027,16,0.15069,0.96875
adadelta,61.525,54.45,43.1448,2,174.0012,9,0.86536,0.43229
adagrad,62.05,38.325,39.498,2,435.0031,15,0.46558,0.70833
adam,54.975,56.175,37.4872,2,174.0012,16,0.08042,0.97396
adamax,58.675,38.05,29.8419,2,217.5015,16,0.10238,0.97396
ftrl,59.725,55.1,31.0468,2,87.0006,16,0.2305,0.95833
nadam,52.625,26.875,39.2113,2,391.5027,16,0.11835,0.94271
sgd,58.45,39.575,37.6161,2,174.0012,16,0.0904,0.97396
rmsprop,57.7,32.5,38.3585,2,174.0012,16,0.0891,0.96875
adadelta,60.75,31.675,35.4811,2,261.0018,9,0.64342,0.68229
adagrad,61.875,41.0,27.3396,2,87.0006,14,0.28953,0.86458
adam,60.625,60.425,35.3215,2,174.0012,16,0.06484,0.98958
adamax,54.425,59.95,38.3065,2,391.5027,13,0.19197,0.89583
ftrl,55.2,52.75,47.7793,2,348.0024,16,0.2713,0.90625
nadam,51.725,43.05,33.4692,2,43.5003,16,0.07075,0.96354
sgd,50.875,52.35,38.4968,2,261.0018,14,0.12638,0.9375
rmsprop,40.55,58.9,28.0878,2,43.5003,15,0.07896,0.95833
adadelta,52.075,49.375,33.3698,2,304.5021,5,0.86569,0.42188
adagrad,53.45,52.95,30.1167,2,43.5003,15,0.26999,0.88021
adam,55.55,39.825,32.3305,2,87.0006,16,0.05809,0.99479
adamax,55.475,45.3,41.5105,2,348.0024,16,0.15673,0.93229
ftrl,41.65,52.225,34.222,2,130.5009,15,0.27368,0.90625
nadam,58.375,47.4,43.8053,2,348.0024,15,0.1251,0.9375
sgd,61.575,56.75,35.0409,2,348.0024,16,0.10527,0.96354
rmsprop,53.625,58.375,29.8128,2,43.5003,16,0.02174,0.98958
adadelta,49.55,51.05,47.1932,2,174.0012,8,0.80523,0.44792
adagrad,59.075,54.5,39.8085,2,304.5021,16,0.38649,0.8125
adam,57.625,58.95,31.4944,2,261.0018,16,0.10364,0.96354
adamax,57.1,31.525,33.5249,2,174.0012,16,0.14235,0.93229
ftrl,63.425,50.0,37.5454,2,348.0024,14,0.31731,0.83333
nadam,58.25,31.825,38.5064,2,174.0012,16,0.05548,0.98438
sgd,53.95,39.125,33.9881,2,391.5027,16,0.07671,0.98438
rmsprop,53.725,38.6,29.7071,2,43.5003,16,0.01122,0.99479
adadelta,55.175,33.225,33.665,2,43.5003,8,0.90193,0.41146
adagrad,62.9,45.8,32.5303,2,43.5003,16,0.25242,0.86979
adam,47.525,50.15,32.3419,2,174.0012,16,0.05626,0.97917
adamax,63.525,48.175,47.6942,2,304.5021,14,0.20497,0.90104
ftrl,55.775,55.3,36.703,2,217.5015,16,0.22802,0.9375
nadam,59.25,49.05,46.0672,2,435.0031,14,0.11997,0.93229
sgd,54.175,57.1,43.927,2,348.0024,15,0.1236,0.95312
rmsprop,62.05,25.325,40.2256,2,304.5021,16,0.25181,0.90625
adadelta,43.525,50.0,42.9978,2,348.0024,10,0.76359,0.47917
adagrad,62.075,31.125,40.6524,2,217.5015,13,0.36571,0.80208
adam,59.775,29.825,42.7185,2,87.0006,14,0.07698,0.95833
adamax,51.85,40.45,39.3256,2,130.5009,15,0.16061,0.91667
ftrl,62.55,52.775,37.8302,2,130.5009,16,0.27557,0.90104
nadam,54.275,53.225,31.2431,2,130.5009,16,0.08188,0.98438
sgd,47.525,50.925,32.8956,2,217.5015,16,0.06933,0.97396
rmsprop,58.1,35.075,33.4518,2,130.5009,16,0.09785,0.97917
adadelta,59.65,34.475,42.964,2,391.5027,5,0.78374,0.42708
adagrad,58.45,54.0,36.2627,2,217.5015,14,0.34263,0.85938
adam,57.725,39.775,34.1377,2,130.5009,15,0.07322,0.95312
adamax,63.05,56.775,35.629,2,174.0012,16,0.12913,0.96354
ftrl,57.775,53.175,32.7548,2,261.0018,16,0.29252,0.90625
nadam,60.95,57.95,32.7736,2,391.5027,16,0.06729,0.98438
sgd,62.4,59.075,43.4609,2,348.0024,15,0.10145,0.95833
rmsprop,46.425,42.5,33.1742,2,43.5003,16,0.09149,0.96875
adadelta,59.425,58.475,40.9292,2,304.5021,8,0.81355,0.46875
adagrad,60.925,27.075,44.7792,2,435.0031,13,0.38388,0.73958
adam,48.15,23.575,46.1887,2,435.0031,15,0.12482,0.95833
adamax,58.075,27.7,41.4766,2,217.5015,16,0.19614,0.90625
ftrl,48.925,51.25,34.2942,2,348.0024,15,0.29361,0.90625
nadam,54.725,56.5,30.9469,2,43.5003,16,0.06019,0.97917
sgd,61.05,52.9,31.0415,2,87.0006,15,0.07985,0.96875
rmsprop,49.75,56.125,30.1356,2,130.5009,15,0.0836,0.95833
adadelta,58.425,33.375,36.898,2,87.0006,8,0.74907,0.49479
adagrad,42.5,52.425,42.3719,2,87.0006,15,0.37475,0.8125
adam,61.375,35.475,35.1466,2,217.5015,15,0.09123,0.95833
adamax,53.175,48.625,37.6647,2,435.0031,16,0.18206,0.92708
ftrl,50.2,58.825,34.1228,2,87.0006,16,0.25857,0.88021
nadam,61.4,44.425,37.8698,2,43.5003,14,0.07032,0.95833
sgd,58.95,53.175,32.3113,2,130.5009,16,0.06579,0.97396
rmsprop,44.125,51.825,38.4841,2,130.5009,16,0.14824,0.97917
adadelta,55.55,58.95,37.2866,2,391.5027,5,0.86016,0.39062
adagrad,61.275,52.125,38.5272,2,348.0024,16,0.32246,0.82812
adam,62.325,55.2,43.542,2,261.0018,16,0.05408,0.97396
adamax,62.075,25.2,44.5179,2,435.0031,16,0.15145,0.94271
ftrl,54.95,24.4,56.8971,2,391.5027,15,0.27563,0.90625
nadam,57.175,51.35,40.1106,2,304.5021,15,0.1003,0.94792
sgd,60.8,27.25,39.8556,2,217.5015,15,0.0983,0.97917
rmsprop,57.775,60.725,29.5402,2,217.5015,16,0.02105,0.98958
adadelta,56.35,30.875,39.7768,2,435.0031,5,0.99513,0.45833
adagrad,59.625,50.15,30.1569,2,87.0006,16,0.37356,0.86458
adam,55.75,46.45,38.733,2,174.0012,15,0.09458,0.97917
adamax,57.7,49.425,33.6074,2,43.5003,16,0.10908,0.95833
ftrl,53.85,56.725,38.6024,2,348.0024,15,0.314,0.88542
nadam,48.05,51.55,39.478,2,261.0018,16,0.12665,0.94792
sgd,52.15,54.425,38.5739,2,435.0031,15,0.12345,0.95312
rmsprop,43.9,48.625,33.3434,2,43.5003,16,0.07137,0.97917
adadelta,47.9,55.275,35.8708,2,130.5009,9,0.72713,0.51562
adagrad,62.55,51.85,32.747,2,43.5003,14,0.30216,0.88542
adam,62.55,47.3,38.2287,2,217.5015,15,0.09313,0.96354
adamax,63.05,51.6,39.7665,2,217.5015,15,0.18771,0.90625
ftrl,62.3,49.25,36.823,2,43.5003,14,0.24624,0.91667
nadam,60.525,32.025,40.9432,2,435.0031,16,0.1004,0.95312
sgd,59.925,44.275,40.0828,2,348.0024,15,0.06737,0.97917
rmsprop,63.45,52.775,34.159,2,174.0012,16,0.14383,0.92708
adadelta,60.525,38.5,32.3494,2,130.5009,9,0.73569,0.47917
adagrad,55.75,54.575,39.6226,2,217.5015,13,0.31762,0.83333
adam,58.1,60.025,39.7607,2,304.5021,16,0.10265,0.96875
adamax,47.3,47.525,40.0329,2,87.0006,15,0.11448,0.96354
ftrl,49.25,45.375,38.1761,2,130.5009,15,0.2622,0.91667
nadam,59.325,30.5,39.4851,2,435.0031,15,0.06401,0.97396
sgd,42.925,48.75,39.2574,2,217.5015,16,0.06774,0.97396
rmsprop,58.25,48.5,35.182,2,174.0012,16,0.03757,0.99479
adadelta,43.5,50.225,35.9614,2,348.0024,10,0.91129,0.46875
adagrad,58.275,36.5,33.1698,2,43.5003,14,0.28731,0.875
adam,52.6,48.925,36.614,2,304.5021,16,0.08046,0.96354
adamax,63.1,42.975,36.0692,2,261.0018,16,0.12767,0.94792
ftrl,58.0,52.075,33.071,2,130.5009,15,0.21529,0.94271
nadam,57.075,23.025,36.9408,2,435.0031,15,0.084,0.97917
sgd,56.85,58.875,32.2661,2,435.0031,15,0.13831,0.93229
rmsprop,53.775,59.925,36.2265,2,348.0024,16,0.18471,0.91146
adadelta,62.125,19.0,37.7105,2,43.5003,7,1.14445,0.22396
adagrad,62.625,52.225,34.7654,2,435.0031,14,0.30934,0.83854
adam,62.475,60.5,37.1195,2,261.0018,16,0.08282,0.96875
adamax,57.075,50.55,33.6493,2,130.5009,14,0.14767,0.94271
ftrl,53.775,47.6,48.6351,2,304.5021,16,0.33989,0.83333
nadam,52.1,57.075,37.0601,2,304.5021,16,0.09205,0.95312
sgd,55.625,56.65,39.7058,2,348.0024,14,0.10172,0.98438
rmsprop,48.65,53.3,37.012,2,435.0031,16,0.104,0.97396
adadelta,54.525,54.525,36.6457,2,217.5015,4,0.94056,0.34375
adagrad,58.175,26.575,38.5898,2,348.0024,14,0.32173,0.86979
adam,40.25,62.7,31.2372,2,87.0006,15,0.09006,0.96354
adamax,55.25,26.4,38.7375,2,304.5021,16,0.10774,0.97396
ftrl,57.925,54.5,36.9048,2,261.0018,16,0.2653,0.93229
nadam,59.45,25.525,44.1775,2,304.5021,15,0.10127,0.94792
sgd,53.525,53.45,38.5572,2,435.0031,16,0.1394,0.95312
rmsprop,59.75,31.425,40.9503,2,130.5009,16,0.01123,1.0
adadelta,62.35,59.075,42.5319,2,217.5015,3,0.91405,0.39583
adagrad,56.525,54.2,36.3843,2,348.0024,16,0.24592,0.89583
adam,62.2,54.075,31.8499,2,87.0006,16,0.06537,0.98438
adamax,63.175,36.925,38.8088,2,174.0012,16,0.16524,0.94271
ftrl,60.375,29.55,41.6475,2,87.0006,16,0.19153,0.96875
nadam,54.025,25.325,40.9254,2,348.0024,16,0.06806,0.98438
sgd,56.875,50.225,33.6925,2,43.5003,16,0.06728,0.97917
rmsprop,57.25,51.725,44.6421,2,348.0024,16,0.05034,0.96875
adadelta,57.9,27.55,38.248,2,348.0024,5,0.98703,0.34896
adagrad,37.075,64.95,33.0364,2,261.0018,13,0.35144,0.83854
adam,62.0,60.025,37.5441,2,304.5021,16,0.12701,0.9375
adamax,54.55,50.925,36.6873,2,174.0012,15,0.15397,0.93229
ftrl,54.575,34.975,36.6181,2,217.5015,16,0.30285,0.875
