optimizer,cpu,memory,time,epochs,predictions,dataset,loss,accuracy
adamax,59.2,78.65,27.6422,2,435.0031,16,0.17242,0.90104
ftrl,59.0,77.75,29.8239,2,348.0024,15,0.29941,0.89062
nadam,59.0,78.775,26.3836,2,87.0006,15,0.06943,0.97917
sgd,58.95,77.975,29.6767,2,348.0024,16,0.10345,0.96354
rmsprop,58.8,77.725,26.1559,2,87.0006,15,0.06811,0.97396
adadelta,59.15,77.8,28.0496,2,261.0018,11,0.57638,0.63021
adagrad,59.1,76.675,27.7887,2,174.0012,14,0.30445,0.84375
adam,59.1,78.15,25.6623,2,43.5003,16,0.06748,0.96875
adamax,59.1,77.75,29.0535,2,435.0031,14,0.18019,0.91667
ftrl,58.95,78.6,27.4132,2,217.5015,16,0.24667,0.95312
nadam,59.1,79.6,28.5475,2,391.5027,15,0.09739,0.97396
sgd,59.1,77.925,28.3805,2,174.0012,16,0.07328,0.97396
rmsprop,59.1,78.5,26.5859,2,87.0006,15,0.17357,0.95312
adadelta,59.1,77.025,28.3018,2,174.0012,11,0.72828,0.51562
adagrad,59.0,77.625,26.0558,2,87.0006,14,0.24693,0.91667
adam,58.925,77.05,31.6082,2,391.5027,15,0.09186,0.96354
adamax,58.9,77.075,26.8281,2,43.5003,16,0.10545,0.97396
ftrl,58.9,78.125,23.8778,2,87.0006,16,0.21795,0.96875
nadam,59.275,80.225,29.2511,2,174.0012,16,0.07323,0.96354
sgd,58.95,76.35,27.402,2,304.5021,16,0.10197,0.95833
rmsprop,58.85,79.275,28.1243,2,435.0031,15,0.10349,0.97396
adadelta,58.5,76.625,30.9821,2,261.0018,6,0.68249,0.58333
adagrad,58.3,77.375,31.9217,2,391.5027,11,0.37645,0.79688
adam,58.775,78.775,31.5628,2,435.0031,16,0.11203,0.96354
adamax,58.875,78.625,24.1555,2,43.5003,15,0.08788,0.97396
ftrl,58.875,78.075,24.3335,2,87.0006,15,0.2704,0.89062
nadam,58.85,77.925,28.763,2,348.0024,15,0.13794,0.93229
sgd,58.825,77.075,28.8617,2,130.5009,16,0.06949,0.97396
rmsprop,58.875,79.275,27.054,2,174.0012,15,0.11702,0.94792
adadelta,58.825,78.1,27.3678,2,217.5015,11,0.55441,0.71875
adagrad,58.825,78.05,27.5145,2,87.0006,16,0.21327,0.91667
adam,58.8,79.375,29.9522,2,174.0012,16,0.10399,0.94792
adamax,58.8,79.1,26.0437,2,87.0006,15,0.08545,0.96875
ftrl,58.825,78.125,30.0516,2,348.0024,16,0.30512,0.875
nadam,58.825,78.25,35.1555,2,435.0031,16,0.07722,0.97917
sgd,58.85,78.025,31.7901,2,348.0024,15,0.1151,0.95312
rmsprop,58.875,77.5,30.2996,2,261.0018,15,0.37407,0.94271
adadelta,58.875,79.15,28.8528,2,304.5021,5,0.8765,0.42708
adagrad,58.875,79.1,28.3245,2,391.5027,14,0.33919,0.83854
adam,58.875,78.275,27.2579,2,174.0012,16,0.07212,0.98958
adamax,58.8,78.925,30.0162,2,391.5027,16,0.12356,0.97396
ftrl,58.825,78.625,30.3964,2,261.0018,16,0.27622,0.89062
nadam,58.875,77.3,28.0464,2,43.5003,16,0.05878,0.97396
sgd,58.9,79.05,26.0124,2,174.0012,16,0.07615,0.97917
rmsprop,58.9,77.45,26.2406,2,174.0012,16,0.07043,0.98438
adadelta,58.825,78.525,26.5629,2,87.0006,5,0.85491,0.42188
adagrad,58.875,78.575,25.7936,2,43.5003,16,0.23164,0.90104
adam,58.9,77.125,31.3374,2,348.0024,16,0.12075,0.96354
adamax,58.825,78.7,27.6112,2,174.0012,16,0.12458,0.95312
ftrl,58.9,77.0,28.9243,2,130.5009,16,0.26587,0.92708
nadam,58.9,78.325,31.4526,2,348.0024,16,0.09433,0.96354
sgd,58.9,79.575,24.7761,2,43.5003,16,0.08499,0.95833
rmsprop,58.875,78.175,30.6918,2,435.0031,15,0.23612,0.9375
adadelta,58.9,79.05,29.8721,2,304.5021,8,0.87222,0.42708
adagrad,58.725,78.85,29.8007,2,261.0018,16,0.29186,0.85938
adam,58.775,78.075,27.4181,2,217.5015,16,0.08812,0.95312
adamax,58.875,77.55,29.6791,2,348.0024,15,0.16518,0.94271
ftrl,58.9,78.225,25.8013,2,87.0006,16,0.27203,0.92708
nadam,58.825,79.125,27.7854,2,174.0012,16,0.06931,0.98438
sgd,58.8,78.175,31.5959,2,435.0031,15,0.11698,0.94792
rmsprop,58.8,78.2,29.1693,2,348.0024,15,0.10347,0.95312
adadelta,58.85,78.575,24.3746,2,43.5003,8,0.73664,0.52604
adagrad,58.875,78.075,27.7101,2,217.5015,16,0.27093,0.85417
adam,58.825,77.325,27.8711,2,174.0012,15,0.07998,0.96354
adamax,58.8,77.95,26.2679,2,87.0006,16,0.09793,0.97396
ftrl,58.875,77.275,31.313,2,348.0024,16,0.2638,0.90625
nadam,58.9,77.2,30.0198,2,130.5009,16,0.07162,0.96875
sgd,58.8,79.725,27.5651,2,217.5015,15,0.07965,0.97917
rmsprop,58.7,77.65,28.4969,2,261.0018,16,0.07174,0.96875
adadelta,58.825,76.6,29.3069,2,435.0031,6,0.90686,0.46875
adagrad,58.8,76.5,31.1143,2,174.0012,14,0.40722,0.78125
adam,58.7,77.65,29.3071,2,130.5009,16,0.0902,0.95833
adamax,58.725,77.475,24.343,2,43.5003,14,0.1435,0.95312
ftrl,58.775,77.175,26.6928,2,87.0006,15,0.21748,0.91667
nadam,58.75,76.65,30.1065,2,391.5027,16,0.09878,0.96875
sgd,58.775,77.1,25.3313,2,43.5003,15,0.0692,0.96354
rmsprop,58.8,76.4,28.3985,2,174.0012,16,0.04,0.97917
adadelta,58.75,78.275,28.5747,2,348.0024,14,0.60362,0.61458
adagrad,58.8,79.175,28.6558,2,174.0012,16,0.25578,0.92708
adam,58.7,78.425,27.8589,2,130.5009,16,0.07577,0.96875
adamax,58.625,78.85,26.5382,2,174.0012,16,0.12521,0.97917
ftrl,58.775,78.825,25.6189,2,43.5003,15,0.23292,0.92708
nadam,58.775,78.8,26.0317,2,43.5003,16,0.08802,0.97396
sgd,58.7,78.45,29.5409,2,348.0024,16,0.08186,0.98438
rmsprop,58.775,77.85,26.2342,2,87.0006,15,0.04131,0.97917
adadelta,58.775,77.4,30.748,2,304.5021,8,0.62479,0.61979
adagrad,58.8,78.65,28.1282,2,217.5015,16,0.31482,0.83333
adam,58.75,78.15,29.465,2,348.0024,15,0.10728,0.96354
adamax,58.775,76.825,28.7669,2,217.5015,16,0.10484,0.95312
ftrl,58.8,75.625,27.1618,2,87.0006,16,0.25921,0.91146
nadam,58.8,78.075,29.0397,2,130.5009,16,0.06189,0.96875
sgd,58.7,76.8,28.9696,2,304.5021,16,0.09687,0.96875
rmsprop,58.75,76.975,26.9989,2,130.5009,15,0.14008,0.94792
adadelta,58.775,78.575,27.4532,2,217.5015,9,0.74586,0.64062
adagrad,58.775,77.5,25.3697,2,87.0006,15,0.26183,0.89062
adam,58.7,78.375,25.5671,2,43.5003,15,0.07732,0.96875
adamax,58.725,78.95,27.5148,2,174.0012,16,0.132,0.93229
ftrl,58.725,76.225,27.8069,2,348.0024,15,0.29476,0.90625
nadam,58.725,79.875,29.4641,2,435.0031,16,0.09305,0.97396
sgd,58.7,78.725,27.4828,2,217.5015,16,0.10188,0.96875
rmsprop,58.7,77.15,26.6669,2,217.5015,16,0.12868,0.95312
adadelta,58.7,77.875,29.1017,2,261.0018,9,0.64246,0.64062
adagrad,58.7,79.275,28.9723,2,261.0018,15,0.22537,0.96354
adam,58.7,77.35,26.2618,2,87.0006,16,0.07083,0.97917
adamax,58.65,77.875,27.0854,2,174.0012,16,0.14241,0.96354
ftrl,58.7,78.625,28.6776,2,130.5009,15,0.27533,0.92188
nadam,58.7,79.95,31.3081,2,435.0031,15,0.12819,0.94792
sgd,58.7,76.35,29.918,2,174.0012,16,0.10383,0.96354
rmsprop,58.7,75.45,28.4403,2,304.5021,16,0.07435,0.96875
adadelta,58.7,79.75,25.8709,2,87.0006,9,0.88414,0.46875
adagrad,58.7,77.625,32.8491,2,435.0031,15,0.38059,0.72917
adam,58.7,78.175,26.1195,2,174.0012,15,0.07191,0.96875
adamax,58.7,78.05,23.9906,2,43.5003,15,0.12036,0.96875
ftrl,58.7,78.15,26.9858,2,304.5021,16,0.30513,0.89062
nadam,58.65,78.275,29.5166,2,304.5021,16,0.06059,0.98958
sgd,58.7,77.875,29.4256,2,435.0031,16,0.1251,0.93229
rmsprop,58.7,78.375,27.9366,2,261.0018,16,0.02337,0.99479
adadelta,58.7,78.325,28.0605,2,304.5021,10,0.83856,0.42708
adagrad,58.7,78.2,25.3751,2,87.0006,15,0.33258,0.83333
adam,58.7,78.575,28.5053,2,174.0012,16,0.08771,0.96875
adamax,58.7,78.15,25.0421,2,43.5003,16,0.14928,0.92708
ftrl,58.7,79.3,29.6378,2,217.5015,16,0.26179,0.90625
nadam,58.7,78.9,32.5136,2,435.0031,16,0.07109,0.98958
sgd,58.7,78.3,28.4955,2,130.5009,16,0.09925,0.96875
rmsprop,58.7,78.5,30.4744,2,348.0024,15,0.18974,0.93229
adadelta,58.7,78.175,31.0113,2,391.5027,9,0.76431,0.55729
adagrad,58.7,78.425,28.2111,2,174.0012,15,0.28361,0.86979
adam,58.7,77.35,28.1171,2,174.0012,15,0.10886,0.9375
adamax,58.675,78.1,29.8096,2,435.0031,15,0.18361,0.90625
ftrl,58.7,79.65,24.8822,2,43.5003,15,0.2109,0.94792
nadam,58.7,77.6,30.2739,2,348.0024,15,0.07366,0.95312
sgd,58.7,77.675,28.7937,2,130.5009,15,0.07173,0.97917
rmsprop,58.65,78.15,27.8923,2,304.5021,14,0.09069,0.95833
adadelta,58.7,78.2,24.7079,2,87.0006,10,0.60008,0.64062
adagrad,58.7,77.45,29.6942,2,217.5015,11,0.35519,0.83854
adam,58.7,77.875,29.1181,2,391.5027,14,0.16243,0.92188
adamax,58.65,77.575,28.8272,2,348.0024,16,0.17232,0.9375
ftrl,58.575,78.7,28.0385,2,435.0031,13,0.21502,0.9375
nadam,58.675,78.425,27.4732,2,130.5009,16,0.07717,0.97917
sgd,58.7,78.05,30.6621,2,304.5021,16,0.07933,0.97917
rmsprop,58.7,78.925,30.4274,2,348.0024,15,0.05287,0.96875
adadelta,58.7,77.575,28.4164,2,130.5009,10,0.7103,0.55208
adagrad,58.7,77.075,31.3797,2,304.5021,15,0.35651,0.81771
adam,58.55,75.525,29.1937,2,261.0018,15,0.11219,0.94792
adamax,58.675,80.775,30.1886,2,261.0018,15,0.18133,0.92708
ftrl,58.7,78.175,31.8308,2,348.0024,15,0.33473,0.88021
nadam,58.7,77.425,28.8647,2,348.0024,16,0.11587,0.95833
sgd,58.65,77.35,27.0146,2,130.5009,16,0.07933,0.97396
rmsprop,58.575,76.025,30.4306,2,391.5027,16,0.07573,0.95833
adadelta,58.675,78.7,31.8563,2,391.5027,8,0.63564,0.57292
adagrad,58.7,77.075,32.7303,2,435.0031,14,0.42751,0.77604
adam,58.7,78.5,29.936,2,348.0024,16,0.07427,0.98438
adamax,58.7,77.25,28.8743,2,261.0018,16,0.14991,0.94271
ftrl,58.7,77.85,25.6221,2,43.5003,16,0.21515,0.95833
nadam,58.7,77.725,33.0161,2,391.5027,14,0.13601,0.94271
sgd,58.65,78.75,26.0132,2,87.0006,16,0.07053,0.97396
rmsprop,58.575,77.9,27.9128,2,261.0018,16,0.07934,0.97917
adadelta,58.65,76.675,28.243,2,87.0006,6,0.95805,0.36458
adagrad,58.6,81.65,26.8431,2,130.5009,12,0.23951,0.92708
adam,58.7,78.55,27.4504,2,130.5009,15,0.07969,0.96354
adamax,58.7,78.45,31.5553,2,435.0031,15,0.22076,0.88542
ftrl,58.7,78.15,27.6076,2,87.0006,15,0.23902,0.9375
nadam,58.7,76.95,28.4647,2,304.5021,16,0.05849,0.97396
sgd,58.7,75.25,29.6751,2,130.5009,16,0.10069,0.96354
rmsprop,58.7,77.525,31.0902,2,391.5027,15,0.03912,0.98438
adadelta,58.7,77.25,30.5793,2,435.0031,6,0.74953,0.53646
adagrad,58.7,76.4,27.1528,2,87.0006,14,0.30795,0.80208
adam,58.7,78.95,27.2685,2,261.0018,16,0.08043,0.96354
adamax,58.7,78.775,30.4132,2,217.5015,15,0.1354,0.96354
ftrl,58.7,78.225,30.3749,2,391.5027,15,0.23556,0.93229
nadam,58.7,77.675,27.2588,2,217.5015,15,0.09007,0.95833
sgd,58.7,78.825,29.0565,2,348.0024,15,0.08609,0.96875
rmsprop,58.7,77.85,28.0881,2,261.0018,16,0.08179,0.97396
adadelta,58.7,78.6,31.0554,2,435.0031,9,0.72206,0.52604
adagrad,58.7,79.475,30.2761,2,435.0031,16,0.25854,0.86458
adam,58.7,78.2,30.4538,2,391.5027,15,0.12931,0.94792
adamax,58.7,78.975,26.0204,2,87.0006,15,0.13045,0.9375
ftrl,58.7,79.1,25.402,2,87.0006,16,0.22069,0.95312
nadam,58.7,80.275,27.9706,2,130.5009,16,0.05926,0.97396
sgd,58.7,78.6,29.1287,2,261.0018,16,0.09286,0.97917
rmsprop,58.7,77.875,27.8198,2,348.0024,16,0.04351,0.98438
adadelta,58.7,80.15,28.8504,2,304.5021,7,0.75787,0.48958
adagrad,58.7,78.65,32.5706,2,391.5027,14,0.44317,0.72917
adam,58.7,77.975,29.8169,2,87.0006,16,0.05352,0.98438
adamax,58.7,77.75,29.0674,2,261.0018,15,0.15144,0.95833
ftrl,58.7,77.825,27.1016,2,217.5015,15,0.20339,0.95312
nadam,58.6,76.6,27.476,2,43.5003,16,0.05463,0.97396
sgd,58.625,77.75,29.0855,2,348.0024,16,0.09148,0.96354
rmsprop,58.675,78.35,29.9543,2,261.0018,15,0.10772,0.97917
adadelta,58.625,77.875,28.6577,2,217.5015,7,0.71331,0.56771
adagrad,58.65,77.6,26.7696,2,261.0018,14,0.27122,0.86458
adam,58.6,78.725,31.2259,2,348.0024,16,0.13096,0.95312
adamax,58.65,77.825,30.2354,2,391.5027,16,0.16223,0.93229
ftrl,58.65,78.2,24.5223,2,43.5003,15,0.20425,0.96875
nadam,58.65,77.8,27.2648,2,87.0006,13,0.10822,0.96875
sgd,58.7,77.925,29.0756,2,174.0012,16,0.11606,0.94271
rmsprop,58.625,78.225,24.3457,2,43.5003,16,0.03891,0.98438
adadelta,58.65,78.8,26.8486,2,43.5003,13,0.67112,0.60938
adagrad,58.525,79.45,24.6471,2,130.5009,15,0.23164,0.89583
adam,58.7,78.35,29.564,2,391.5027,14,0.09955,0.96354
adamax,58.675,77.15,27.3235,2,174.0012,16,0.12649,0.95312
ftrl,58.525,74.25,28.6665,2,217.5015,16,0.21016,0.9375
nadam,58.6,79.1,31.8007,2,435.0031,16,0.10812,0.96354
sgd,58.625,77.525,30.8958,2,304.5021,15,0.12215,0.94792
rmsprop,58.65,78.775,29.7927,2,348.0024,16,0.16045,0.93229
adadelta,58.625,76.7,30.5304,2,304.5021,13,0.59225,0.60938
adagrad,58.55,78.0,25.3148,2,87.0006,15,0.25181,0.91146
adam,58.575,76.45,30.7277,2,391.5027,15,0.09338,0.97396
adamax,58.575,78.45,29.7618,2,348.0024,16,0.13671,0.96354
ftrl,58.6,77.375,33.1852,2,435.0031,16,0.32586,0.84896
nadam,58.6,77.775,29.6367,2,304.5021,16,0.0915,0.97396
sgd,58.6,75.55,27.4874,2,174.0012,16,0.11445,0.95312
rmsprop,58.6,76.725,26.4194,2,87.0006,15,0.09424,0.96875
adadelta,58.6,78.475,24.4176,2,43.5003,7,0.75739,0.49479
adagrad,58.6,79.225,30.4681,2,391.5027,13,0.34902,0.84375
adam,58.55,78.8,28.3353,2,304.5021,16,0.07033,0.97917
adamax,58.6,76.575,27.6784,2,174.0012,14,0.16042,0.91667
ftrl,58.6,76.225,28.6737,2,174.0012,15,0.30503,0.89062
nadam,58.6,78.95,27.2288,2,261.0018,15,0.13366,0.95312
sgd,58.6,77.9,28.7627,2,348.0024,16,0.07035,0.97917
rmsprop,58.6,76.8,27.9183,2,174.0012,15,0.24267,0.94271
adadelta,58.6,77.275,26.8324,2,43.5003,13,0.63662,0.67188
adagrad,58.6,77.475,29.8947,2,304.5021,16,0.31568,0.86458
adam,58.575,78.0,29.3234,2,348.0024,16,0.08407,0.98438
adamax,58.5,78.125,29.4031,2,304.5021,16,0.12217,0.95312
ftrl,58.575,77.575,27.7471,2,87.0006,16,0.26793,0.91146
nadam,58.6,77.3,31.1547,2,217.5015,16,0.11204,0.94271
sgd,58.6,79.2,26.8237,2,261.0018,15,0.06026,0.97396
rmsprop,58.6,78.275,27.0264,2,217.5015,15,0.11994,0.96354
adadelta,58.6,77.8,29.1623,2,435.0031,3,1.19173,0.19792
adagrad,58.6,77.8,30.4188,2,87.0006,16,0.22415,0.9375
adam,58.6,76.975,29.392,2,304.5021,16,0.07866,0.96354
adamax,58.55,78.075,31.4918,2,391.5027,15,0.16833,0.92188
ftrl,58.55,76.9,29.8882,2,261.0018,16,0.30782,0.85938
nadam,58.575,76.7,29.1326,2,87.0006,15,0.05339,0.98438
sgd,58.6,78.6,29.2026,2,435.0031,15,0.14219,0.92708
rmsprop,58.6,77.8,30.2361,2,348.0024,16,0.07224,0.96354
adadelta,58.6,79.125,28.482,2,304.5021,11,0.59425,0.57292
adagrad,58.6,79.575,30.2361,2,304.5021,15,0.2426,0.89583
adam,58.6,78.225,26.6673,2,217.5015,16,0.04606,0.99479
adamax,58.55,78.8,27.1637,2,304.5021,14,0.15945,0.94792
ftrl,58.55,77.325,25.9954,2,130.5009,15,0.26838,0.92188
nadam,58.6,78.25,30.2138,2,348.0024,16,0.09393,0.97917
sgd,58.6,77.95,26.8933,2,87.0006,16,0.0464,0.98958
rmsprop,58.6,77.325,30.7035,2,348.0024,13,0.15907,0.93229
adadelta,58.6,79.725,30.2107,2,391.5027,4,0.9451,0.36458
adagrad,58.6,78.35,27.9482,2,130.5009,16,0.35683,0.82812
adam,58.6,80.175,28.923,2,348.0024,14,0.12913,0.9375
adamax,58.55,79.7,26.5278,2,174.0012,16,0.16146,0.96354
ftrl,58.6,80.075,26.6212,2,217.5015,16,0.27029,0.91146
nadam,58.6,78.075,30.1492,2,217.5015,16,0.07176,0.98438
sgd,58.6,79.85,30.1475,2,304.5021,16,0.05379,0.98958
rmsprop,58.6,78.95,28.7675,2,304.5021,14,0.1535,0.94271
adadelta,58.6,78.375,24.8178,2,43.5003,5,0.74853,0.52604
adagrad,58.6,78.5,30.8391,2,304.5021,13,0.33335,0.82292
adam,58.6,79.2,28.7539,2,217.5015,16,0.08727,0.96875
adamax,58.6,77.025,30.7678,2,304.5021,15,0.19984,0.91146
ftrl,58.6,77.8,26.0606,2,130.5009,16,0.21016,0.96354
nadam,58.6,76.7,29.0983,2,87.0006,16,0.05938,0.97917
sgd,58.6,77.775,30.477,2,304.5021,16,0.08477,0.97396
rmsprop,58.6,77.875,29.3809,2,391.5027,16,0.16632,0.94792
adadelta,58.6,76.25,27.4511,2,87.0006,8,0.76195,0.48438
adagrad,58.6,77.45,32.9102,2,435.0031,15,0.32028,0.81771
adam,58.6,75.525,29.6747,2,261.0018,16,0.10099,0.95312
adamax,58.55,77.925,29.2837,2,348.0024,15,0.14834,0.92188
ftrl,58.6,77.25,30.5607,2,348.0024,15,0.32045,0.86979
nadam,58.6,79.1,28.5236,2,261.0018,16,0.04723,0.99479
sgd,58.6,77.1,29.5319,2,435.0031,16,0.10201,0.94271
rmsprop,58.6,76.525,28.669,2,174.0012,16,0.05694,0.98438
adadelta,58.6,76.35,28.9863,2,217.5015,7,0.65134,0.55208
adagrad,58.6,77.525,29.4985,2,391.5027,16,0.26055,0.90104
adam,58.6,79.125,28.3319,2,130.5009,16,0.06337,0.97917
adamax,58.6,77.55,27.9808,2,304.5021,16,0.12478,0.94271
ftrl,58.45,78.15,26.5736,2,174.0012,15,0.2523,0.95312
nadam,58.6,77.75,27.4818,2,130.5009,16,0.08825,0.96875
sgd,58.6,78.325,30.2965,2,391.5027,16,0.09944,0.95833
rmsprop,58.6,79.1,25.045,2,87.0006,16,0.0267,0.99479
adadelta,58.6,77.85,29.3944,2,174.0012,6,0.89211,0.42708
adagrad,58.575,79.075,25.3942,2,87.0006,16,0.22147,0.9375
adam,58.6,78.375,26.2546,2,174.0012,16,0.07688,0.96875
adamax,58.6,78.275,28.536,2,391.5027,15,0.13762,0.94271
ftrl,58.6,78.0,28.8029,2,217.5015,15,0.26682,0.90104
nadam,58.6,78.35,24.6739,2,43.5003,16,0.0385,0.97917
sgd,58.6,77.5,28.071,2,391.5027,16,0.09921,0.97396
rmsprop,58.6,79.85,31.7121,2,435.0031,14,0.18725,0.93229
adadelta,58.6,77.275,25.9503,2,43.5003,6,0.98374,0.30208
adagrad,58.6,79.0,26.9083,2,391.5027,16,0.26018,0.91667
adam,58.6,78.375,29.5611,2,217.5015,16,0.07743,0.97396
adamax,58.6,76.625,28.5641,2,174.0012,14,0.10819,0.97917
ftrl,58.6,74.85,31.5388,2,391.5027,16,0.30966,0.85417
nadam,58.6,78.85,29.1844,2,174.0012,16,0.0489,0.98438
sgd,58.6,78.95,26.1892,2,87.0006,16,0.09407,0.95833
rmsprop,58.6,77.525,29.8496,2,348.0024,16,0.17936,0.9375
adadelta,58.6,78.4,26.8189,2,174.0012,9,0.92805,0.375
adagrad,58.6,77.6,25.6541,2,43.5003,14,0.28672,0.86458
adam,58.55,79.9,27.5996,2,261.0018,15,0.09965,0.96875
adamax,58.6,78.525,27.7234,2,304.5021,15,0.13303,0.95833
ftrl,58.6,77.2,28.2664,2,174.0012,16,0.30349,0.90625
nadam,58.6,79.525,26.5236,2,87.0006,16,0.09,0.96875
sgd,58.575,77.25,28.7792,2,304.5021,16,0.08672,0.95833
rmsprop,58.6,79.9,25.8672,2,174.0012,16,0.0856,0.96875
adadelta,58.575,78.375,28.5401,2,217.5015,4,0.79422,0.52083
adagrad,58.575,78.325,29.6204,2,304.5021,15,0.34039,0.84375
adam,58.575,77.375,32.0671,2,435.0031,15,0.13263,0.9375
adamax,58.6,78.8,29.03,2,261.0018,16,0.18499,0.92708
ftrl,58.6,78.35,27.5155,2,217.5015,15,0.28214,0.93229
nadam,58.6,77.8,28.6263,2,217.5015,15,0.08136,0.97396
sgd,58.6,77.525,26.6485,2,43.5003,16,0.06867,0.97396
rmsprop,58.6,78.4,24.0866,2,43.5003,16,0.10175,0.97396
adadelta,58.6,77.8,27.1306,2,87.0006,8,0.77867,0.5
adagrad,58.6,78.975,27.2272,2,304.5021,15,0.2641,0.89583
adam,58.6,77.75,28.6164,2,391.5027,15,0.09036,0.97396
adamax,58.6,76.525,28.1654,2,130.5009,15,0.14796,0.9375
ftrl,58.6,77.25,27.3799,2,87.0006,16,0.21682,0.93229
nadam,58.6,78.6,27.0516,2,43.5003,16,0.06499,0.97917
sgd,58.6,76.975,31.592,2,391.5027,16,0.09707,0.96354
rmsprop,58.6,76.125,27.3795,2,87.0006,15,0.12142,0.96354
adadelta,58.6,77.4,27.8664,2,87.0006,10,0.74116,0.51562
adagrad,58.55,78.575,26.1266,2,43.5003,14,0.25339,0.91146
adam,58.5,77.025,31.3733,2,435.0031,15,0.13938,0.93229
adamax,58.6,77.725,28.922,2,261.0018,15,0.13591,0.95312
ftrl,58.6,79.425,30.4258,2,391.5027,16,0.28599,0.89062
nadam,58.6,77.85,29.2024,2,174.0012,16,0.09338,0.95833
sgd,58.6,80.2,24.6159,2,43.5003,15,0.07565,0.97396
rmsprop,58.5,78.15,28.2963,2,348.0024,16,0.15216,0.9375
adadelta,58.6,78.15,26.0966,2,43.5003,7,0.75726,0.58333
adagrad,58.6,78.025,27.7061,2,261.0018,15,0.37161,0.76562
adam,58.6,80.75,29.0649,2,435.0031,16,0.0874,0.97917
adamax,58.6,79.025,30.6129,2,304.5021,16,0.13955,0.95312
ftrl,58.6,77.425,32.0464,2,391.5027,13,0.3152,0.89062
nadam,58.6,76.6,29.8454,2,435.0031,16,0.12001,0.95833
sgd,58.6,78.25,29.9108,2,348.0024,15,0.11393,0.96875
rmsprop,58.5,75.6,26.1009,2,87.0006,16,0.10222,0.96354
adadelta,58.6,78.0,28.4666,2,87.0006,10,0.79454,0.4375
adagrad,58.6,80.1,27.3516,2,87.0006,15,0.18651,0.94792
adam,58.6,77.525,26.664,2,217.5015,16,0.10379,0.95312
adamax,58.6,80.45,28.3797,2,304.5021,15,0.15871,0.9375
ftrl,58.6,78.975,32.654,2,391.5027,15,0.28307,0.875
nadam,58.6,78.525,30.5286,2,391.5027,16,0.11084,0.95312
sgd,58.6,78.6,29.7547,2,304.5021,16,0.115,0.94792
rmsprop,58.6,79.625,24.8621,2,43.5003,15,0.01194,0.99479
adadelta,58.6,76.475,26.6786,2,87.0006,9,0.59485,0.61458
adagrad,58.6,77.0,27.5473,2,43.5003,16,0.25403,0.86458
adam,58.6,78.0,25.3302,2,43.5003,16,0.05088,0.98438
adamax,58.6,76.6,31.9905,2,435.0031,16,0.18409,0.9375
ftrl,58.55,77.95,26.7399,2,43.5003,15,0.2109,0.93229
nadam,58.5,77.075,25.9982,2,43.5003,16,0.04356,0.97396
sgd,58.6,79.025,29.76,2,217.5015,14,0.06965,0.97917
rmsprop,58.6,76.925,32.5416,2,348.0024,16,0.09895,0.96354
adadelta,58.575,76.8,28.546,2,174.0012,8,0.77036,0.47917
adagrad,58.6,77.675,32.5353,2,304.5021,16,0.31969,0.89583
adam,58.6,78.1,28.145,2,87.0006,16,0.04967,0.98438
adamax,58.6,77.65,26.0085,2,87.0006,16,0.12086,0.96354
ftrl,58.6,78.6,28.5324,2,217.5015,16,0.2274,0.9375
nadam,58.6,77.475,28.2522,2,174.0012,16,0.07546,0.98438
sgd,58.6,78.975,27.2114,2,304.5021,16,0.10817,0.96354
rmsprop,58.6,77.575,29.665,2,304.5021,16,0.07992,0.95833
adadelta,58.6,77.6,29.0293,2,174.0012,8,1.00646,0.42708
adagrad,58.6,78.95,26.5873,2,87.0006,14,0.2241,0.90104
adam,58.6,76.7,28.3517,2,217.5015,16,0.10246,0.97396
adamax,58.6,78.775,25.8219,2,87.0006,16,0.11357,0.95833
ftrl,58.6,77.45,31.4899,2,391.5027,16,0.26546,0.90625
nadam,58.6,79.525,26.8689,2,261.0018,16,0.06181,0.97396
sgd,58.6,79.55,25.9216,2,174.0012,16,0.0608,0.98958
rmsprop,58.6,78.05,32.6122,2,391.5027,16,0.05883,0.96875
adadelta,58.6,76.525,28.8386,2,87.0006,11,0.70562,0.5625
adagrad,58.6,79.6,27.7004,2,304.5021,15,0.35893,0.80729
adam,58.6,79.95,25.895,2,87.0006,15,0.08117,0.96875
adamax,58.6,77.15,27.2179,2,87.0006,16,0.10037,0.96875
ftrl,58.6,78.1,26.6628,2,174.0012,15,0.2757,0.91667
nadam,58.6,77.7,29.5819,2,435.0031,14,0.14763,0.94271
sgd,58.6,77.625,26.8207,2,130.5009,16,0.08602,0.97396
rmsprop,58.6,77.525,28.7954,2,348.0024,16,0.07129,0.96354
adadelta,58.6,76.5,29.5393,2,304.5021,6,0.83847,0.41146
adagrad,58.5,77.675,27.1166,2,130.5009,15,0.2438,0.92188
adam,58.6,78.1,26.548,2,130.5009,15,0.05986,0.97396
adamax,58.6,78.075,28.8275,2,348.0024,14,0.16262,0.94271
ftrl,58.6,79.1,26.2756,2,43.5003,16,0.21912,0.9375
nadam,58.6,78.375,25.6707,2,130.5009,15,0.07767,0.97396
sgd,58.6,77.075,31.8146,2,391.5027,14,0.11347,0.96354
rmsprop,58.5,78.825,28.7945,2,174.0012,16,0.06293,0.97396
adadelta,58.6,78.1,26.4319,2,130.5009,8,0.76452,0.5
adagrad,58.6,79.325,29.9052,2,391.5027,16,0.3783,0.82812
